 Company ,Model Name,Variant,Price,Launch year,Car type,Engine,Mileage,Range,Transmission type,Fuel type,Battery capacity,Top speed,Airbags count,"ABS, EBD",ADAS features,NCAP rating,Parking sensors/camera,Infotainment system,Touchscreen size,Sunroof,AC type,Seat material,Connectivity,Ex-showroom price,Car images,Charging Time DC,Charging Time AC,Electric Motor Power,Seating capacity,Engine (cc),Turbo,Horsepower (est.),Warranty,Headlight,Power,Torque,Fuel Tank Capacity
Hyundai,Verna,SX,13,2023,Sedan,1.5L MPi Petrol,18.6,—,Manual,Petrol,—,190,6,Yes,No,5★,Cam+Sensor,Premium,"8""",Yes,Auto,Fabric,AA/CarPlay,13.00 Lakh,,,,,5,1497,No,113,3 Years / Unlimited km,LED,115 PS,144 Nm,45 L
Hyundai,Verna,SX IVT,14.25,2023,Sedan,1.5L MPi Petrol,18.6,—,Automatic,Petrol,—,190,6,Yes,No,5★,Cam+Sensor,Premium,"8""",Yes,Auto,Fabric,AA/CarPlay,14.25 Lakh,,,,,5,1497,No,113,3 Years / Unlimited km,LED,115 PS,144 Nm,45 L
Hyundai,Verna,SX(O),14.66,2023,Sedan,1.5L MPi Petrol,18.6,—,Manual,Petrol,—,190,6,Yes,Yes,5★,Cam+Sensor,Premium,"10.25""",Yes,Auto,Leatherette,AA/CarPlay,14.66 Lakh,,,,,5,1497,No,113,3 Years / Unlimited km,LED,115 PS,144 Nm,45 L
Hyundai,Verna,SX(O) IVT,16.2,2023,Sedan,1.5L MPi Petrol,18.6,—,Automatic,Petrol,—,190,6,Yes,Yes,5★,Cam+Sensor,Premium,"10.25""",Yes,Auto,Leatherette,AA/CarPlay,16.20 Lakh,,,,,5,1497,No,113,3 Years / Unlimited km,LED,115 PS,144 Nm,45 L
Hyundai,Verna,SX Turbo,14.85,2023,Sedan,1.5L Turbo GDi,20,—,Manual,Petrol,—,190,6,Yes,No,5★,Cam+Sensor,Premium,"8""",Yes,Auto,Leatherette,AA/CarPlay,14.85 Lakh,,,,,5,1482,Yes,158,3 Years / Unlimited km,LED,160 PS,253 Nm,45 L
Hyundai,Verna,SX Turbo DCT,16.1,2023,Sedan,1.5L Turbo GDi,20,—,Automatic,Petrol,—,190,6,Yes,No,5★,Cam+Sensor,Premium,"8""",Yes,Auto,Leatherette,AA/CarPlay,16.10 Lakh,,,,,5,1482,Yes,158,3 Years / Unlimited km,LED,160 PS,253 Nm,45 L
Hyundai,Verna,SX(O) Turbo,16,2023,Sedan,1.5L Turbo GDi,20,—,Manual,Petrol,—,190,6,Yes,Yes,5★,Cam+Sensor,Premium,"10.25""",Yes,Auto,Leatherette,AA/CarPlay,16.00 Lakh,,,,,5,1482,Yes,158,3 Years / Unlimited km,LED,160 PS,253 Nm,45 L
Hyundai,Verna,SX(O) Turbo DCT,17.4,2023,Sedan,1.5L Turbo GDi,20,—,Automatic,Petrol,—,190,6,Yes,Yes,5★,Cam+Sensor,Premium,"10.25""",Yes,Auto,Leatherette,AA/CarPlay,17.40 Lakh,,,,,5,1482,Yes,158,3 Years / Unlimited km,LED,160 PS,253 Nm,45 L
Hyundai,Exter,EX,5.8,2023,SUV,1.2L Kappa Petrol,19.4,—,Manual,Petrol,—,150,6,Yes,No,Not Tested,Sensors,Basic,—,No,Manual,Fabric,—,5.80 Lakh,,,,,5,1197,No,82,3 Years / Unlimited km,Halogen,83 PS,114 Nm,37 L
Hyundai,Exter,S,6.91,2023,SUV,1.2L Kappa Petrol,19.4,—,Manual,Petrol,—,150,6,Yes,No,Not Tested,Sensors,Basic,"8""",No,Manual,Fabric,AA/CarPlay,6.91 Lakh,,,,,5,1197,No,82,3 Years / Unlimited km,Halogen,83 PS,114 Nm,37 L
Hyundai,Exter,SX,8.09,2023,SUV,1.2L Kappa Petrol,19.4,—,Manual,Petrol,—,150,6,Yes,No,Not Tested,Cam+Sensor,Premium,"8""",Yes,Auto,Fabric,AA/CarPlay,8.09 Lakh,,,,,5,1197,No,82,3 Years / Unlimited km,Halogen,83 PS,114 Nm,37 L
Hyundai,Exter,SX AMT,8.55,2023,SUV,1.2L Kappa Petrol,19.2,—,Automatic,Petrol,—,150,6,Yes,No,Not Tested,Cam+Sensor,Premium,"8""",Yes,Auto,Fabric,AA/CarPlay,8.55 Lakh,,,,,5,1197,No,82,3 Years / Unlimited km,Halogen,83 PS,114 Nm,37 L
Hyundai,Exter,SX(O),9.41,2023,SUV,1.2L Kappa Petrol,19.4,—,Manual,Petrol,—,150,6,Yes,No,Not Tested,Cam+Sensor,Premium,"8""",Yes,Auto,Fabric,AA/CarPlay,9.41 Lakh,,,,,5,1197,No,82,3 Years / Unlimited km,Halogen,83 PS,114 Nm,37 L
Hyundai,Exter,SX(O) AMT,9.42,2023,SUV,1.2L Kappa Petrol,19.2,—,Automatic,Petrol,—,150,6,Yes,No,Not Tested,Cam+Sensor,Premium,"8""",Yes,Auto,Fabric,AA/CarPlay,9.42 Lakh,,,,,5,1197,No,82,3 Years / Unlimited km,Halogen,83 PS,114 Nm,37 L
Hyundai,Exter,S CNG,7.44,2023,SUV,1.2L Bi-Fuel,27.1,—,Manual,CNG,—,150,6,Yes,No,Not Tested,Sensors,Basic,"8""",No,Manual,Fabric,AA/CarPlay,7.44 Lakh,,,,,5,1197,No,68,3 Years / Unlimited km,Halogen,69 PS,95 Nm,60 L
Hyundai,Exter,SX CNG,8.94,2023,SUV,1.2L Bi-Fuel,27.1,—,Manual,CNG,—,150,6,Yes,No,Not Tested,Cam+Sensor,Premium,"8""",Yes,Auto,Fabric,AA/CarPlay,8.94 Lakh,,,,,5,1197,No,68,3 Years / Unlimited km,Halogen,69 PS,95 Nm,60 L
Hyundai,Venue,E,8,2019,SUV,1.2L Kappa Petrol,17.5,—,Manual,Petrol,—,165,6,Yes,No,Not Tested,Sensors,Basic,—,No,Manual,Fabric,—,8.00 Lakh,,,,,5,1197,No,82,3 Years / Unlimited km,Halogen,83 PS,114 Nm,45 L
Hyundai,Venue,S,9,2019,SUV,1.2L Kappa Petrol,17.5,—,Manual,Petrol,—,165,6,Yes,No,Not Tested,Sensors,Basic,"8""",No,Manual,Fabric,AA/CarPlay,9.00 Lakh,,,,,5,1197,No,82,3 Years / Unlimited km,Halogen,83 PS,114 Nm,45 L
Hyundai,Venue,S(O),9.55,2019,SUV,1.2L Kappa Petrol,17.5,—,Manual,Petrol,—,165,6,Yes,No,Not Tested,Cam+Sensor,Premium,"8""",No,Manual,Fabric,AA/CarPlay,9.55 Lakh,,,,,5,1197,No,82,3 Years / Unlimited km,LED,83 PS,114 Nm,45 L
Hyundai,Venue,SX,10.43,2019,SUV,1.2L Kappa Petrol,17.5,—,Manual,Petrol,—,165,6,Yes,No,Not Tested,Cam+Sensor,Premium,"8""",Yes,Auto,Fabric,AA/CarPlay,10.43 Lakh,,,,,5,1197,No,82,3 Years / Unlimited km,LED,83 PS,114 Nm,45 L
Hyundai,Venue,S(O) Turbo,9.89,2019,SUV,1.0L Turbo GDi,18.7,—,Manual,Petrol,—,170,6,Yes,No,Not Tested,Cam+Sensor,Premium,"8""",No,Manual,Fabric,AA/CarPlay,9.89 Lakh,,,,,5,998,Yes,118,3 Years / Unlimited km,LED,120 PS,172 Nm,45 L
Hyundai,Venue,S(O) Turbo DCT,10.91,2019,SUV,1.0L Turbo GDi,18.7,—,Automatic,Petrol,—,170,6,Yes,No,Not Tested,Cam+Sensor,Premium,"8""",No,Manual,Fabric,AA/CarPlay,10.91 Lakh,,,,,5,998,Yes,118,3 Years / Unlimited km,LED,120 PS,172 Nm,45 L
Hyundai,Venue,SX(O) Turbo,11.91,2019,SUV,1.0L Turbo GDi,18.7,—,Manual,Petrol,—,170,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"8""",Yes,Auto,Leatherette,AA/CarPlay,11.91 Lakh,,,,,5,998,Yes,118,3 Years / Unlimited km,LED,120 PS,172 Nm,45 L
Hyundai,Venue,SX(O) Turbo DCT,13,2019,SUV,1.0L Turbo GDi,18.7,—,Automatic,Petrol,—,170,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"8""",Yes,Auto,Leatherette,AA/CarPlay,13.00 Lakh,,,,,5,998,Yes,118,3 Years / Unlimited km,LED,120 PS,172 Nm,45 L
Hyundai,Venue,E Diesel,9.88,2019,SUV,1.5L CRDi Diesel,21,—,Manual,Diesel,—,175,6,Yes,No,Not Tested,Sensors,Basic,—,No,Manual,Fabric,—,9.88 Lakh,,,,,5,1493,Yes,114,3 Years / Unlimited km,Halogen,115 PS,250 Nm,45 L
Hyundai,Venue,SX Diesel,10.87,2019,SUV,1.5L CRDi Diesel,21,—,Manual,Diesel,—,175,6,Yes,No,Not Tested,Cam+Sensor,Premium,"8""",Yes,Auto,Fabric,AA/CarPlay,10.87 Lakh,,,,,5,1493,Yes,114,3 Years / Unlimited km,LED,115 PS,250 Nm,45 L
Hyundai,Venue,SX(O) Diesel,12.87,2019,SUV,1.5L CRDi Diesel,21,—,Manual,Diesel,—,175,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"8""",Yes,Auto,Leatherette,AA/CarPlay,12.87 Lakh,,,,,5,1493,Yes,114,3 Years / Unlimited km,LED,115 PS,250 Nm,45 L
Hyundai,Venue N Line,N6 MT,10.65,2022,SUV,1.0L Turbo GDi,18.7,—,Manual,Petrol,—,170,6,Yes,No,Not Tested,Cam+Sensor,Premium,"8""",Yes,Auto,Leatherette,AA/CarPlay,10.65 Lakh,,,,,5,998,Yes,118,3 Years / Unlimited km,LED,120 PS,172 Nm,45 L
Hyundai,Venue N Line,N6 DCT,11.55,2022,SUV,1.0L Turbo GDi,18.7,—,Automatic,Petrol,—,170,6,Yes,No,Not Tested,Cam+Sensor,Premium,"8""",Yes,Auto,Leatherette,AA/CarPlay,11.55 Lakh,,,,,5,998,Yes,118,3 Years / Unlimited km,LED,120 PS,172 Nm,45 L
Hyundai,Venue N Line,N10 MT,11.73,2022,SUV,1.0L Turbo GDi,18.7,—,Manual,Petrol,—,170,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"8""",Yes,Auto,Leatherette,AA/CarPlay,11.73 Lakh,,,,,5,998,Yes,118,3 Years / Unlimited km,LED,120 PS,172 Nm,45 L
Hyundai,Venue N Line,N10 DCT,15.58,2022,SUV,1.0L Turbo GDi,18.7,—,Automatic,Petrol,—,170,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"8""",Yes,Auto,Leatherette,AA/CarPlay,15.58 Lakh,,,,,5,998,Yes,118,3 Years / Unlimited km,LED,120 PS,172 Nm,45 L
Hyundai,Creta,E,10.79,2020,SUV,1.5L MPi Petrol,17.4,—,Manual,Petrol,—,170,6,Yes,No,Not Tested,Sensors,Basic,—,No,Manual,Fabric,—,10.79 Lakh,,,,,5,1497,No,113,3 Years / Unlimited km,Halogen,115 PS,144 Nm,50 L
Hyundai,Creta,EX,11.96,2020,SUV,1.5L MPi Petrol,17.4,—,Manual,Petrol,—,170,6,Yes,No,Not Tested,Sensors,Basic,"8""",No,Manual,Fabric,AA/CarPlay,11.96 Lakh,,,,,5,1497,No,113,3 Years / Unlimited km,Halogen,115 PS,144 Nm,50 L
Hyundai,Creta,S,13.07,2020,SUV,1.5L MPi Petrol,17.4,—,Manual,Petrol,—,170,6,Yes,No,Not Tested,Cam+Sensor,Premium,"8""",No,Manual,Fabric,AA/CarPlay,13.07 Lakh,,,,,5,1497,No,113,3 Years / Unlimited km,LED,115 PS,144 Nm,50 L
Hyundai,Creta,SX,14.95,2020,SUV,1.5L MPi Petrol,17.4,—,Manual,Petrol,—,170,6,Yes,No,Not Tested,Cam+Sensor,Premium,"10.25""",Panoramic,Auto,Fabric,AA/CarPlay,14.95 Lakh,,,,,5,1497,No,113,3 Years / Unlimited km,LED,115 PS,144 Nm,50 L
Hyundai,Creta,SX Tech,15.7,2020,SUV,1.5L MPi Petrol,17.4,—,Manual,Petrol,—,170,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"10.25""",Panoramic,Auto,Fabric,AA/CarPlay,15.70 Lakh,,,,,5,1497,No,113,3 Years / Unlimited km,LED,115 PS,144 Nm,50 L
Hyundai,Creta,SX(O) iVT,16.86,2020,SUV,1.5L MPi Petrol,17.7,—,Automatic,Petrol,—,170,6,Yes,Yes,Not Tested,360° Cam,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,16.86 Lakh,,,,,5,1497,No,113,3 Years / Unlimited km,LED,115 PS,144 Nm,50 L
Hyundai,Creta,E Diesel,12.4,2020,SUV,1.5L CRDi Diesel,21.8,—,Manual,Diesel,—,175,6,Yes,No,Not Tested,Sensors,Basic,—,No,Manual,Fabric,—,12.40 Lakh,,,,,5,1493,Yes,114,3 Years / Unlimited km,Halogen,115 PS,250 Nm,50 L
Hyundai,Creta,S Diesel,14.48,2020,SUV,1.5L CRDi Diesel,21.8,—,Manual,Diesel,—,175,6,Yes,No,Not Tested,Cam+Sensor,Premium,"8""",No,Manual,Fabric,AA/CarPlay,14.48 Lakh,,,,,5,1493,Yes,114,3 Years / Unlimited km,LED,115 PS,250 Nm,50 L
Hyundai,Creta,SX(O) Diesel AT,17.12,2020,SUV,1.5L CRDi Diesel,19.1,—,Automatic,Diesel,—,175,6,Yes,Yes,Not Tested,360° Cam,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,17.12 Lakh,,,,,5,1493,Yes,114,3 Years / Unlimited km,LED,115 PS,250 Nm,50 L
Hyundai,Creta,SX(O) Turbo DCT,20,2020,SUV,1.5L Turbo GDi,18.4,—,Automatic,Petrol,—,190,6,Yes,Yes,Not Tested,360° Cam,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,20.00 Lakh,,,,,5,1482,Yes,158,3 Years / Unlimited km,LED,160 PS,253 Nm,50 L
Hyundai,Creta N Line,N8 MT,16.82,2024,SUV,1.5L Turbo GDi,18,—,Manual,Petrol,—,190,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,16.82 Lakh,,,,,5,1482,Yes,158,3 Years / Unlimited km,LED,160 PS,253 Nm,50 L
Hyundai,Creta N Line,N8 DCT,17.83,2024,SUV,1.5L Turbo GDi,18.2,—,Automatic,Petrol,—,190,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,17.83 Lakh,,,,,5,1482,Yes,158,3 Years / Unlimited km,LED,160 PS,253 Nm,50 L
Hyundai,Creta N Line,N10 MT,19.02,2024,SUV,1.5L Turbo GDi,18,—,Manual,Petrol,—,190,6,Yes,Yes,Not Tested,360° Cam,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,19.02 Lakh,,,,,5,1482,Yes,158,3 Years / Unlimited km,LED,160 PS,253 Nm,50 L
Hyundai,Creta N Line,N10 DCT,20.09,2024,SUV,1.5L Turbo GDi,18.2,—,Automatic,Petrol,—,190,6,Yes,Yes,Not Tested,360° Cam,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,20.09 Lakh,,,,,5,1482,Yes,158,3 Years / Unlimited km,LED,160 PS,253 Nm,50 L
Hyundai,Alcazar,Executive,14.5,2021,SUV,1.5L Turbo GDi,17.5,—,Manual,Petrol,—,190,6,Yes,No,Not Tested,Sensors,Basic,—,No,Auto,Fabric,—,14.50 Lakh,,,,,7,1482,Yes,158,3 Years / Unlimited km,LED,160 PS,253 Nm,50 L
Hyundai,Alcazar,Prestige,16.73,2021,SUV,1.5L Turbo GDi,17.5,—,Manual,Petrol,—,190,6,Yes,No,Not Tested,Cam+Sensor,Premium,"10.25""",Panoramic,Auto,Fabric,AA/CarPlay,16.73 Lakh,,,,,7,1482,Yes,158,3 Years / Unlimited km,LED,160 PS,253 Nm,50 L
Hyundai,Alcazar,Platinum DCT,20.22,2021,SUV,1.5L Turbo GDi,18,—,Automatic,Petrol,—,190,6,Yes,Yes,Not Tested,360° Cam,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,20.22 Lakh,,,,,7,1482,Yes,158,3 Years / Unlimited km,LED,160 PS,253 Nm,50 L
Hyundai,Alcazar,Signature DCT,20.87,2021,SUV,1.5L Turbo GDi,18,—,Automatic,Petrol,—,190,6,Yes,Yes,Not Tested,360° Cam,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,20.87 Lakh,,,,,6,1482,Yes,158,3 Years / Unlimited km,LED,160 PS,253 Nm,50 L
Hyundai,Alcazar,Executive Diesel,15.49,2021,SUV,1.5L CRDi Diesel,20.4,—,Manual,Diesel,—,175,6,Yes,No,Not Tested,Sensors,Basic,—,No,Auto,Fabric,—,15.49 Lakh,,,,,7,1493,Yes,114,3 Years / Unlimited km,LED,115 PS,250 Nm,50 L
Hyundai,Alcazar,Prestige Diesel,16.62,2021,SUV,1.5L CRDi Diesel,20.4,—,Manual,Diesel,—,175,6,Yes,No,Not Tested,Cam+Sensor,Premium,"10.25""",Panoramic,Auto,Fabric,AA/CarPlay,16.62 Lakh,,,,,7,1493,Yes,114,3 Years / Unlimited km,LED,115 PS,250 Nm,50 L
Hyundai,Alcazar,Platinum Diesel AT,20.22,2021,SUV,1.5L CRDi Diesel,18.1,—,Automatic,Diesel,—,175,6,Yes,Yes,Not Tested,360° Cam,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,20.22 Lakh,,,,,7,1493,Yes,114,3 Years / Unlimited km,LED,115 PS,250 Nm,50 L
Hyundai,Alcazar,Signature Diesel AT,20.87,2021,SUV,1.5L CRDi Diesel,18.1,—,Automatic,Diesel,—,175,6,Yes,Yes,Not Tested,360° Cam,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,20.87 Lakh,,,,,6,1493,Yes,114,3 Years / Unlimited km,LED,115 PS,250 Nm,50 L
Hyundai,Ioniq 5,Long Range RWD,46.3,2023,SUV,Electric,—,631,Automatic,Electric,72.6 kWh,185,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"12.3""",Panoramic,Auto,Leatherette,AA/CarPlay,46.30 Lakh,,18 mins,6.9 h,215 bhp,5,—,No,215,8 Years / 1.6 Lakh km,LED,215 PS,350 Nm,EV
Hyundai,Creta EV,Executive,18.02,2025,SUV,Electric,—,420,Automatic,Electric,42 kWh,150,6,Yes,Yes,Not Tested,Sensors,Basic,—,No,Auto,Fabric,—,18.02 Lakh,,58 mins,4 h,133 bhp,5,—,No,133,8 Years / 1.6 Lakh km,LED,133 PS,255 Nm,EV
Hyundai,Creta EV,Smart,19,2025,SUV,Electric,—,390,Automatic,Electric,42 kWh,150,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"10.25""",No,Auto,Fabric,AA/CarPlay,19.00 Lakh,,58 mins,4 h,133 bhp,5,—,No,133,8 Years / 1.6 Lakh km,LED,133 PS,255 Nm,EV
Hyundai,Creta EV,Premium,20,2025,SUV,Electric,—,420,Automatic,Electric,42 kWh,150,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,20.00 Lakh,,58 mins,4 h,133 bhp,5,—,No,133,8 Years / 1.6 Lakh km,LED,133 PS,255 Nm,EV
Hyundai,Creta EV,Excellence,21.3,2025,SUV,Electric,—,420,Automatic,Electric,42 kWh,150,6,Yes,Yes,Not Tested,360° Cam,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,21.30 Lakh,,58 mins,4 h,169 bhp,5,—,No,169,8 Years / 1.6 Lakh km,LED,169 PS,255 Nm,EV
Hyundai,Creta EV,Smart (O) LR,21.53,2025,SUV,Electric,—,510,Automatic,Electric,51.4 kWh,150,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,21.53 Lakh,,58 mins,4.8 h,169 bhp,5,—,No,169,8 Years / 1.6 Lakh km,LED,169 PS,255 Nm,EV
Hyundai,Creta EV,Excellence LR,23.67,2025,SUV,Electric,—,510,Automatic,Electric,51.4 kWh,150,6,Yes,Yes,Not Tested,360° Cam,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,23.67 Lakh,,58 mins,4.8 h,169 bhp,5,—,No,169,8 Years / 1.6 Lakh km,LED,169 PS,255 Nm,EV
Hyundai,Inster,Electric,12,Upcoming 2026,SUV,Electric,—,300-350,Automatic,Electric,40-50 kWh,140,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"10.25""",No,Auto,Fabric,AA/CarPlay,12.00 Lakh,,30 mins,6 h,100 bhp,4,—,No,100,8 Years / 1.6 Lakh km,LED,100 PS,150 Nm,EV
Hyundai,Bayon,Petrol MT,10,Upcoming 2026,SUV,1.0L Turbo GDi,18,—,Manual,Petrol,—,170,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"10.25""",No,Auto,Fabric,AA/CarPlay,10.00 Lakh,,—,—,—,5,998,Yes,120,3 Years / 1 Lakh km,LED,120 PS,172 Nm,45 L
Hyundai,Tucson,Petrol AT,30,Upcoming 2026,SUV,2.0L Petrol,13,—,Automatic,Petrol,—,190,6,Yes,Yes,Not Tested,360° Cam,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,30.00 Lakh,,—,—,—,5,1999,No,156,3 Years / Unlimited km,LED,156 PS,192 Nm,54 L
Hyundai,Santa Fe,Petrol AT,45,Upcoming 2026,SUV,2.0L Petrol,12,—,Automatic,Petrol,—,200,6,Yes,Yes,Not Tested,360° Cam,Premium,"12.3""",Panoramic,Auto,Leatherette,AA/CarPlay,45.00 Lakh,,—,—,—,7,1998,Yes,200,3 Years / Unlimited km,LED,200 PS,350 Nm,60 L
Hyundai,Palisade,Diesel AT,40,Upcoming 2027,SUV,3.8L Diesel,10,—,Automatic,Diesel,—,200,6,Yes,Yes,Not Tested,360° Cam,Premium,"12.3""",Panoramic,Auto,Leatherette,AA/CarPlay,40.00 Lakh,,—,—,—,7,3800,Yes,287,3 Years / Unlimited km,LED,287 PS,400 Nm,70 L
Hyundai,Ioniq 6,Electric,50,Upcoming 2026,Sedan,Electric,—,610,Automatic,Electric,77.4 kWh,185,7,Yes,Yes,Not Tested,360° Cam,Premium,"12.3""",Panoramic,Auto,Leatherette,AA/CarPlay,50.00 Lakh,,18 mins,7 h,228 bhp,5,—,No,228,8 Years / 1.6 Lakh km,LED,228 PS,350 Nm,EV
Hyundai,Ioniq 9,Electric,120,Upcoming 2027,SUV,Electric,—,620,Automatic,Electric,110.3 kWh,200,10,Yes,Yes,Not Tested,360° Cam,Premium,"12.3""",Panoramic,Auto,Leatherette,AA/CarPlay,120.00 Lakh,,24 mins,10 h,215 bhp,7,—,No,215,8 Years / 1.6 Lakh km,LED,215 PS,350 Nm,EV
Hyundai,Staria,Electric,55,Upcoming 2027,MPV,Electric,—,400,Automatic,Electric,84 kWh,180,6,Yes,Yes,Not Tested,360° Cam,Premium,"12.3""",Panoramic,Auto,Leatherette,AA/CarPlay,55.00 Lakh,,20 mins,8 h,215 bhp,9,—,No,215,8 Years / 1.6 Lakh km,LED,215 PS,350 Nm,EV
Hyundai,Grand i10 Nios,Era,5.98,2019,Hatchback,1.2L Kappa Petrol,18,—,Manual,Petrol,—,150,6,Yes,No,2★,Sensors,Basic,—,No,Manual,Fabric,—,5.98 Lakh,,—,—,—,5,1197,No,83,3 Years / 1 Lakh km,Halogen,83 PS,113.8 Nm,37 L
Hyundai,Grand i10 Nios,Magna,6.84,2019,Hatchback,1.2L Kappa Petrol,18,—,Manual,Petrol,—,150,6,Yes,No,2★,Sensors,Basic,—,No,Manual,Fabric,—,6.84 Lakh,,—,—,—,5,1197,No,83,3 Years / 1 Lakh km,Halogen,83 PS,113.8 Nm,37 L
Hyundai,Grand i10 Nios,Corporate,7.09,2019,Hatchback,1.2L Kappa Petrol,18,—,Manual,Petrol,—,150,6,Yes,No,2★,Sensors,Premium,"6.75""",No,Manual,Fabric,AA/CarPlay,7.09 Lakh,,—,—,—,5,1197,No,83,3 Years / 1 Lakh km,Halogen,83 PS,113.8 Nm,37 L
Hyundai,Grand i10 Nios,Sportz,7.42,2019,Hatchback,1.2L Kappa Petrol,18,—,Manual,Petrol,—,150,6,Yes,No,2★,Cam+Sensor,Premium,"8""",No,Auto,Fabric,AA/CarPlay,7.42 Lakh,,—,—,—,5,1197,No,83,3 Years / 1 Lakh km,Projector,83 PS,113.8 Nm,37 L
Hyundai,Grand i10 Nios,Asta,8.05,2019,Hatchback,1.2L Kappa Petrol,18,—,Manual,Petrol,—,150,6,Yes,No,2★,Cam+Sensor,Premium,"8""",No,Auto,Fabric,AA/CarPlay,8.05 Lakh,,—,—,—,5,1197,No,83,3 Years / 1 Lakh km,Projector,83 PS,113.8 Nm,37 L
Hyundai,Grand i10 Nios,Magna AMT,7.43,2019,Hatchback,1.2L Kappa Petrol,18,—,AMT,Petrol,—,150,6,Yes,No,2★,Sensors,Basic,—,No,Manual,Fabric,—,7.43 Lakh,,—,—,—,5,1197,No,83,3 Years / 1 Lakh km,Halogen,83 PS,113.8 Nm,37 L
Hyundai,Grand i10 Nios,Sportz AMT,8,2019,Hatchback,1.2L Kappa Petrol,18,—,AMT,Petrol,—,150,6,Yes,No,2★,Cam+Sensor,Premium,"8""",No,Auto,Fabric,AA/CarPlay,8.00 Lakh,,—,—,—,5,1197,No,83,3 Years / 1 Lakh km,Projector,83 PS,113.8 Nm,37 L
Hyundai,Grand i10 Nios,Asta AMT,8.62,2019,Hatchback,1.2L Kappa Petrol,18,—,AMT,Petrol,—,150,6,Yes,No,2★,Cam+Sensor,Premium,"8""",No,Auto,Fabric,AA/CarPlay,8.62 Lakh,,—,—,—,5,1197,No,83,3 Years / 1 Lakh km,Projector,83 PS,113.8 Nm,37 L
Hyundai,Grand i10 Nios,Magna CNG,7.22,2019,Hatchback,1.2L Bi-Fuel CNG,27,—,Manual,CNG,—,150,6,Yes,No,2★,Sensors,Basic,—,No,Manual,Fabric,—,7.22 Lakh,,—,—,—,5,1197,No,69,3 Years / 1 Lakh km,Halogen,69 PS,95.2 Nm,60 L
Hyundai,Grand i10 Nios,Sportz CNG,7.58,2019,Hatchback,1.2L Bi-Fuel CNG,27,—,Manual,CNG,—,150,6,Yes,No,2★,Cam+Sensor,Premium,"8""",No,Auto,Fabric,AA/CarPlay,7.58 Lakh,,—,—,—,5,1197,No,69,3 Years / 1 Lakh km,Projector,69 PS,95.2 Nm,60 L
Hyundai,Grand i10 Nios,Sportz Duo CNG,7.72,2019,Hatchback,1.2L Bi-Fuel CNG,27,—,Manual,CNG,—,150,6,Yes,No,2★,Cam+Sensor,Premium,"8""",No,Auto,Fabric,AA/CarPlay,7.72 Lakh,,—,—,—,5,1197,No,69,3 Years / 1 Lakh km,Projector,69 PS,95.2 Nm,60 L
Hyundai,Tucson,Platinum AT,27.69,2022,SUV,2.0L Petrol,13,—,Automatic,Petrol,—,190,6,Yes,No,Not Tested,Cam+Sensor,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,27.69 Lakh,,—,—,—,5,1999,No,156,3 Years / Unlimited km,LED,156 PS,192 Nm,54 L
Hyundai,Tucson,Signature AT,30.17,2022,SUV,2.0L Petrol,13,—,Automatic,Petrol,—,190,6,Yes,Yes,Not Tested,360° Cam,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,30.17 Lakh,,—,—,—,5,1999,No,156,3 Years / Unlimited km,LED,156 PS,192 Nm,54 L
