Company,Model Name,Variant,Price,Launch year,Car type,Engine,Mileage,Range,Transmission type,Fuel type,Battery capacity,Top speed,Airbags count,"ABS, EBD",ADAS features,NCAP rating,Parking sensors/camera,Infotainment system,Touchscreen size,Sunroof,AC type,Seat material,Connectivity,Ex-showroom price,Car images,Charging Time DC,Charging Time AC,Electric Motor Power,Seating capacity,Engine (cc),Turbo,Horsepower (est.),Warranty,Headlight,Power,Torque,Fuel Tank Capacity
Toyota,Hilux,STD MT,30.4,2022,Pickup,2.8L Diesel,10,—,Manual,Diesel,—,185,7,Yes,No,5★,Sensors,Premium,"8""",No,Auto,Fabric,AA/CarPlay,30.40 Lakh,/assets/vehicle_images/Toyota/toyota_hilux.png,—,—,—,5,2755,Yes,201,3 Years / 1 Lakh km,Halogen,201 PS,420 Nm,80 L
Toyota,Hilux,High MT,37.15,2022,Pickup,2.8L Diesel,10,—,Manual,Diesel,—,185,7,Yes,No,5★,Camera,Premium,"8""",No,Auto,Leatherette,AA/CarPlay,37.15 Lakh,/assets/vehicle_images/Toyota/toyota_hilux.png,—,—,—,5,2755,Yes,201,3 Years / 1 Lakh km,LED,201 PS,420 Nm,80 L
Toyota,Hilux,High AT,37.9,2022,Pickup,2.8L Diesel,10,—,Auto,Diesel,—,185,7,Yes,No,5★,Camera,Premium,"8""",No,Auto,Leatherette,AA/CarPlay,37.90 Lakh,/assets/vehicle_images/Toyota/toyota_hilux.png,—,—,—,5,2755,Yes,201,3 Years / 1 Lakh km,LED,201 PS,500 Nm,80 L
Toyota,Fortuner,4x2 MT,33.43,2016,SUV,2.7L Petrol,10,—,Manual,Petrol,—,190,7,Yes,No,5★,Camera,Premium,"8""",No,Auto,Leatherette,AA/CarPlay,33.43 Lakh,/assets/vehicle_images/Toyota/toyota_fortuner.png,—,—,—,7,2694,No,164,3 Years / 1 Lakh km,LED,164 PS,245 Nm,80 L
Toyota,Fortuner,4x2 AT,35.02,2016,SUV,2.7L Petrol,10,—,Auto,Petrol,—,190,7,Yes,No,5★,Camera,Premium,"8""",No,Auto,Leatherette,AA/CarPlay,35.02 Lakh,/assets/vehicle_images/Toyota/toyota_fortuner.png,—,—,—,7,2694,No,164,3 Years / 1 Lakh km,LED,164 PS,245 Nm,80 L
Toyota,Fortuner,4x2 Diesel MT,35.93,2016,SUV,2.8L Diesel,14,—,Manual,Diesel,—,190,7,Yes,No,5★,Camera,Premium,"8""",No,Auto,Leatherette,AA/CarPlay,35.93 Lakh,/assets/vehicle_images/Toyota/toyota_fortuner.png,—,—,—,7,2755,Yes,201,3 Years / 1 Lakh km,LED,201 PS,420 Nm,80 L
Toyota,Fortuner,4x2 Diesel AT,38.21,2016,SUV,2.8L Diesel,14,—,Auto,Diesel,—,190,7,Yes,No,5★,Camera,Premium,"8""",No,Auto,Leatherette,AA/CarPlay,38.21 Lakh,/assets/vehicle_images/Toyota/toyota_fortuner.png,—,—,—,7,2755,Yes,201,3 Years / 1 Lakh km,LED,201 PS,500 Nm,80 L
Toyota,Fortuner,4x4 Diesel MT,40.03,2016,SUV,2.8L Diesel,14,—,Manual,Diesel,—,190,7,Yes,No,5★,Camera,Premium,"8""",No,Auto,Leatherette,AA/CarPlay,40.03 Lakh,/assets/vehicle_images/Toyota/toyota_fortuner.png,—,—,—,7,2755,Yes,201,3 Years / 1 Lakh km,LED,201 PS,420 Nm,80 L
Toyota,Fortuner,4x4 Diesel AT,42.32,2016,SUV,2.8L Diesel,14,—,Auto,Diesel,—,190,7,Yes,No,5★,Camera,Premium,"8""",No,Auto,Leatherette,AA/CarPlay,42.32 Lakh,/assets/vehicle_images/Toyota/toyota_fortuner.png,—,—,—,7,2755,Yes,201,3 Years / 1 Lakh km,LED,201 PS,500 Nm,80 L
Toyota,Fortuner Legender,4x2 AT,43.66,2021,SUV,2.8L Diesel,14,—,Auto,Diesel,—,190,7,Yes,No,5★,360° Cam,Premium,"8""",No,Auto,Leatherette,AA/CarPlay,43.66 Lakh,/assets/vehicle_images/Toyota/toyota_fortuner_legender.png,—,—,—,7,2755,Yes,201,3 Years / 1 Lakh km,LED,201 PS,500 Nm,80 L
Toyota,Fortuner Legender,4x4 AT,47.64,2021,SUV,2.8L Diesel,14,—,Auto,Diesel,—,190,7,Yes,No,5★,360° Cam,Premium,"8""",No,Auto,Leatherette,AA/CarPlay,47.64 Lakh,/assets/vehicle_images/Toyota/toyota_fortuner_legender.png,—,—,—,7,2755,Yes,201,3 Years / 1 Lakh km,LED,201 PS,500 Nm,80 L
Toyota,Camry,Hybrid,46.17,2019,Sedan,2.5L Petrol Hybrid,25.49,—,Auto,Hybrid,—,190,9,Yes,No,5★,Camera,Premium,"9""",Yes,Auto,Leatherette,AA/CarPlay,46.17 Lakh,/assets/vehicle_images/Toyota/toyota_camry.png,—,—,—,5,2487,No,215,3 Years / 1 Lakh km,LED,215 PS,221 Nm,50 L
Toyota,Vellfire,Hi,122,2023,MUV,2.5L Petrol Hybrid,19.28,—,Auto,Hybrid,—,170,6,Yes,Yes,Not Tested,360° Cam,Premium,"14""",Panoramic,Auto,Premium,AA/CarPlay,122.00 Lakh,/assets/vehicle_images/Toyota/toyota_vellfire.png,—,—,—,7,2487,No,193,3 Years / 1 Lakh km,LED,193 PS,240 Nm,60 L
Toyota,Vellfire,VIP Executive Lounge,132,2023,MUV,2.5L Petrol Hybrid,19.28,—,Auto,Hybrid,—,170,6,Yes,Yes,Not Tested,360° Cam,Premium,"14""",Panoramic,Auto,Premium,AA/CarPlay,132.00 Lakh,/assets/vehicle_images/Toyota/toyota_vellfire.png,—,—,—,7,2487,No,193,3 Years / 1 Lakh km,LED,193 PS,240 Nm,60 L
Toyota,Land Cruiser 300,ZX,210,2022,SUV,3.3L Diesel,11,—,Auto,Diesel,—,200,10,Yes,Yes,5★,360° Cam,Premium,"12.3""",Yes,Auto,Leatherette,AA/CarPlay,210.00 Lakh,/assets/vehicle_images/Toyota/toyota_land_cruiser_300.png,—,—,—,5,3346,Yes,304,3 Years / 1 Lakh km,LED,304 PS,700 Nm,110 L
,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,
Kia,Sonet,HTE 1.2 Petrol MT,7.3,2020,SUV,1.2L Petrol,18.8,—,Manual,Petrol,—,160,6,Yes,No,3★,Sensors,Basic,—,No,Manual,Fabric,—,7.30 Lakh,/assets/vehicle_images/Kia/sonet.png,—,—,—,5,1197,No,82,3 Years / 1 Lakh km,Halogen,82 PS,115 Nm,45 L
Kia,Sonet,HTK 1.0 Turbo iMT,8.7,2020,SUV,1.0L Turbo Petrol,18.7,—,iMT,Petrol,—,160,6,Yes,No,3★,Sensors,Premium,"8""",No,Manual,Fabric,AA/CarPlay,8.70 Lakh,/assets/vehicle_images/Kia/sonet.png,—,—,—,5,998,Yes,118,3 Years / 1 Lakh km,Halogen,118 PS,172 Nm,45 L
Kia,Sonet,HTX 1.0 Turbo DCT,10.5,2020,SUV,1.0L Turbo Petrol,19.2,—,Auto,Petrol,—,160,6,Yes,No,3★,Cam+Sensor,Premium,"8""",Yes,Auto,Leatherette,AA/CarPlay,10.50 Lakh,/assets/vehicle_images/Kia/sonet.png,—,—,—,5,998,Yes,118,3 Years / 1 Lakh km,LED,118 PS,172 Nm,45 L
Kia,Sonet,GTX 1.5 Diesel AT,12.5,2020,SUV,1.5L Diesel,19,—,Auto,Diesel,—,160,6,Yes,Yes,3★,Cam+Sensor,Premium,"10.25""",Yes,Auto,Leatherette,AA/CarPlay,12.50 Lakh,/assets/vehicle_images/Kia/sonet.png,—,—,—,5,1493,Yes,114,3 Years / 1 Lakh km,LED,114 PS,250 Nm,45 L
Kia,Seltos,HTE 1.5 Petrol MT,10.99,2019,SUV,1.5L Petrol,17,—,Manual,Petrol,—,170,6,Yes,No,5★,Sensors,Basic,—,No,Manual,Fabric,—,10.99 Lakh,/assets/vehicle_images/Kia/Kia seltos.png,—,—,—,5,1497,No,115,3 Years / 1 Lakh km,Halogen,115 PS,144 Nm,50 L
Kia,Seltos,HTK 1.5 Petrol MT,13.09,2019,SUV,1.5L Petrol,17,—,Manual,Petrol,—,170,6,Yes,No,5★,Cam+Sensor,Premium,"8""",No,Manual,Fabric,AA/CarPlay,13.09 Lakh,/assets/vehicle_images/Kia/Kia seltos.png,—,—,—,5,1497,No,115,3 Years / 1 Lakh km,Halogen,115 PS,144 Nm,50 L
Kia,Seltos,HTX 1.5 Petrol IVT,16.89,2019,SUV,1.5L Petrol,17.7,—,Auto,Petrol,—,170,6,Yes,No,5★,Cam+Sensor,Premium,"10.25""",Yes,Auto,Leatherette,AA/CarPlay,16.89 Lakh,/assets/vehicle_images/Kia/Kia seltos.png,—,—,—,5,1497,No,115,3 Years / 1 Lakh km,LED,115 PS,144 Nm,50 L
Kia,Seltos,GTX (ADAS) 1.5 Turbo DCT,19.99,2019,SUV,1.5L Turbo Petrol,17.7,—,Auto,Petrol,—,170,6,Yes,Yes,5★,360° Cam,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,19.99 Lakh,/assets/vehicle_images/Kia/Kia seltos.png,—,—,—,5,1482,Yes,160,3 Years / 1 Lakh km,LED,160 PS,253 Nm,50 L
Kia,Seltos,X-Line (ADAS) 1.5 Diesel AT,19.99,2019,SUV,1.5L Diesel,19.1,—,Auto,Diesel,—,170,6,Yes,Yes,5★,360° Cam,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,19.99 Lakh,/assets/vehicle_images/Kia/Kia seltos.png,—,—,—,5,1493,Yes,116,3 Years / 1 Lakh km,LED,116 PS,250 Nm,50 L
Kia,Carens,Premium 1.5 Petrol MT,10.99,2022,MPV,1.5L Petrol,15,—,Manual,Petrol,—,165,6,Yes,No,3★,Sensors,Basic,—,No,Manual,Fabric,—,10.99 Lakh,/assets/vehicle_images/Kia/carens.png,—,—,—,7,1497,No,115,3 Years / 1 Lakh km,Halogen,115 PS,144 Nm,45 L
Kia,Carens,Prestige 1.5 Petrol MT,12.5,2022,MPV,1.5L Petrol,15,—,Manual,Petrol,—,165,6,Yes,No,3★,Cam+Sensor,Premium,"8""",No,Manual,Fabric,AA/CarPlay,12.50 Lakh,/assets/vehicle_images/Kia/carens.png,—,—,—,7,1497,No,115,3 Years / 1 Lakh km,Halogen,115 PS,144 Nm,45 L
Kia,Carens,Luxury Plus 1.5 Diesel AT,18.5,2022,MPV,1.5L Diesel,18,—,Auto,Diesel,—,165,6,Yes,No,3★,Cam+Sensor,Premium,"10.25""",Yes,Auto,Leatherette,AA/CarPlay,18.50 Lakh,/assets/vehicle_images/Kia/carens.png,—,—,—,7,1493,Yes,115,3 Years / 1 Lakh km,LED,115 PS,250 Nm,45 L
Kia,Carnival,Limousine Plus,59.42,2024,MPV,2.2L Diesel,14.85,—,Auto,Diesel,—,190,8,Yes,Yes,5★,360° Cam,Premium,"12.3""",Dual,Auto,Leather,AA/CarPlay,59.42 Lakh,/assets/vehicle_images/Kia/Carnival.png,—,—,—,7,2151,Yes,190,3 Years / 1 Lakh km,LED,190 PS,441 Nm,72 L
Kia,Syros,HTE 1.2 Petrol MT,8.67,2025,SUV,1.2L Petrol,18.2,—,Manual,Petrol,—,165,6,Yes,No,5★,Sensors,Basic,—,No,Manual,Fabric,—,8.67 Lakh,/assets/vehicle_images/Kia/Syros.png,—,—,—,5,1197,No,83,3 Years / 1 Lakh km,Halogen,83 PS,115 Nm,45 L
Kia,Syros,HTK 1.0 Turbo MT,10.13,2025,SUV,1.0L Turbo Petrol,18.2,—,Manual,Petrol,—,165,6,Yes,No,5★,Cam+Sensor,Premium,"8""",No,Manual,Fabric,AA/CarPlay,10.13 Lakh,/assets/vehicle_images/Kia/Syros.png,—,—,—,5,998,Yes,118,3 Years / 1 Lakh km,Halogen,118 PS,172 Nm,45 L
Kia,Syros,HTX 1.0 Turbo DCT,11.92,2025,SUV,1.0L Turbo Petrol,17.6,—,Auto,Petrol,—,165,6,Yes,No,5★,Cam+Sensor,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,11.92 Lakh,/assets/vehicle_images/Kia/Syros.png,—,—,—,5,998,Yes,118,3 Years / 1 Lakh km,LED,118 PS,172 Nm,45 L
Kia,Syros,GTX 1.5 Diesel AT,15.94,2025,SUV,1.5L Diesel,20.7,—,Auto,Diesel,—,165,6,Yes,Yes,5★,360° Cam,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,15.94 Lakh,/assets/vehicle_images/Kia/Syros.png,—,—,—,5,1493,Yes,114,3 Years / 1 Lakh km,LED,114 PS,250 Nm,45 L
Kia,EV6,GT Line RWD,60.97,2022,SUV,Electric,—,708,Auto,Electric,84 kWh,192,8,Yes,Yes,5★,360° Cam,Premium,"12.3""",Panoramic,Auto,Leatherette,AA/CarPlay,60.97 Lakh,/assets/vehicle_images/Kia/EV 9.png,~18 mins,~7.5 h,229 bhp,5,—,No,229,8 Years / 1.6 Lakh km,LED,229 PS,350 Nm,EV
Kia,EV6,GT Line AWD,65.97,2022,SUV,Electric,—,663,Auto,Electric,84 kWh,192,8,Yes,Yes,5★,360° Cam,Premium,"12.3""",Panoramic,Auto,Leatherette,AA/CarPlay,65.97 Lakh,/assets/vehicle_images/Kia/EV 9.png,~18 mins,~7.5 h,321 bhp,5,—,No,321,8 Years / 1.6 Lakh km,LED,321 PS,605 Nm,EV
Kia,EV9,GT Line AWD,130,2024,SUV,Electric,—,561,Auto,Electric,99.8 kWh,200,10,Yes,Yes,5★,360° Cam,Premium,"12.3""",Dual,Auto,Leatherette,AA/CarPlay,130.00 Lakh,/assets/vehicle_images/Kia/EV 9.png,~24 mins,~9 h,384 bhp,6,—,No,384,8 Years / 1.6 Lakh km,LED,384 PS,700 Nm,EV
Kia,Carens Clavis,HTE 1.5 Petrol MT,11.08,2025,MPV,1.5L Petrol,19.5,—,Manual,Petrol,—,165,6,Yes,No,Not Tested,Sensors,Basic,—,No,Manual,Fabric,—,11.08 Lakh,/assets/vehicle_images/Kia/Carens Clavis.png,—,—,—,7,1497,No,115,3 Years / 1 Lakh km,Halogen,115 PS,144 Nm,45 L
Kia,Carens Clavis,HTX 1.5 Turbo DCT,17.05,2025,MPV,1.5L Turbo Petrol,16.6,—,Auto,Petrol,—,165,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,17.05 Lakh,/assets/vehicle_images/Kia/Carens Clavis.png,—,—,—,7,1482,Yes,158,3 Years / 1 Lakh km,LED,158 PS,253 Nm,45 L
Kia,Carens Clavis,X-Line 1.5 Diesel AT,21.57,2025,MPV,1.5L Diesel,19.5,—,Auto,Diesel,—,165,6,Yes,Yes,Not Tested,360° Cam,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,21.57 Lakh,/assets/vehicle_images/Kia/Carens Clavis.png,—,—,—,7,1493,Yes,115,3 Years / 1 Lakh km,LED,115 PS,250 Nm,45 L
Kia,Carens Clavis EV,Standard Range,17.99,Upcoming 2026,MPV,Electric,—,404,Auto,Electric,42 kWh,150,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"10.25""",Panoramic,Auto,Fabric,AA/CarPlay,17.99 Lakh,/assets/vehicle_images/Kia/Carens Clavis.png,~45 mins,~6.5 h,133 bhp,7,—,No,133,8 Years / 1.6 Lakh km,LED,133 PS,255 Nm,EV
Kia,Carens Clavis EV,Extended Range,24.49,Upcoming 2026,MPV,Electric,—,490,Auto,Electric,51.4 kWh,150,6,Yes,Yes,Not Tested,360° Cam,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,24.49 Lakh,/assets/vehicle_images/Kia/Carens Clavis.png,~45 mins,~7.5 h,169 bhp,7,—,No,169,8 Years / 1.6 Lakh km,LED,169 PS,255 Nm,EV
,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,
Kia,Seltos,HTE 1.5 Petrol MT,10.99,2026,SUV,1.5L Petrol,17,—,Manual,Petrol,—,170,6,Yes,No,3★,Sensors,Basic,"10.25""",No,Manual,Fabric,—,10.99 Lakh,/assets/vehicle_images/Kia/Kia seltos.png,—,—,—,5,1497,No,115,3 Years / 1 Lakh km,Halogen,115 PS,144 Nm,50 L
Kia,Seltos,HTX 1.5 Petrol CVT,15,2026,SUV,1.5L Petrol,17,—,Auto,Petrol,—,170,6,Yes,No,3★,Cam+Sensor,Premium,"10.25""",Panoramic,Auto,Leatherette,AA/CarPlay,15.00 Lakh,/assets/vehicle_images/Kia/Kia seltos.png,—,—,—,5,1497,No,115,3 Years / 1 Lakh km,LED,115 PS,144 Nm,50 L
Kia,Seltos,GTX 1.5 Turbo DCT,18,2026,SUV,1.5L Turbo Petrol,16,—,Auto,Petrol,—,180,6,Yes,Yes,3★,360° Cam,Premium,"12.3""",Panoramic,Auto,Leatherette,AA/CarPlay,18.00 Lakh,/assets/vehicle_images/Kia/Kia seltos.png,—,—,—,5,1482,Yes,160,3 Years / 1 Lakh km,LED,160 PS,253 Nm,50 L
Kia,Seltos,X-Line 1.5 Diesel AT,19.99,2026,SUV,1.5L Diesel,19,—,Auto,Diesel,—,175,6,Yes,Yes,3★,360° Cam,Premium,"12.3""",Panoramic,Auto,Leatherette,AA/CarPlay,19.99 Lakh,/assets/vehicle_images/Kia/Kia seltos.png,—,—,—,5,1493,Yes,116,3 Years / 1 Lakh km,LED,116 PS,250 Nm,50 L
,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,
Honda,Amaze,V MT,7.41,2025,Sedan,1.2L i-VTEC,18.6,—,Manual,Petrol,—,160,6,Yes,No,Not Tested,Sensors,Premium,"8""",No,Auto,Fabric,AA/CarPlay,7.41 Lakh,/assets/vehicle_images/Honda/3d_honda_amaze.jpg,—,—,—,5,1199,No,89,3 Years / 1 Lakh km,Halogen,89 PS,110 Nm,35 L
Honda,Amaze,VX MT,8.41,2025,Sedan,1.2L i-VTEC,18.6,—,,Petrol,—,160,6,Yes,No,Not Tested,Sensors,Premium,"8""",No,Auto,Fabric,AA/CarPlay,8.41 Lakh,/assets/vehicle_images/Honda/3d_honda_amaze.jpg,—,—,—,5,1199,No,89,3 Years / 1 Lakh km,Halogen,89 PS,110 Nm,35 L
Honda,Amaze,V CVT,8.55,2025,Sedan,1.2L i-VTEC,18.6,—,Auto,Petrol,—,160,6,Yes,No,Not Tested,Sensors,Premium,"8""",No,Auto,Fabric,AA/CarPlay,8.55 Lakh,/assets/vehicle_images/Honda/3d_honda_amaze.jpg,—,—,—,5,1199,No,89,3 Years / 1 Lakh km,Halogen,89 PS,110 Nm,35 L
Honda,Amaze,VX CVT,9.15,2025,Sedan,1.2L i-VTEC,18.6,—,Auto,Petrol,—,160,6,Yes,No,Not Tested,Sensors,Premium,"8""",No,Auto,Fabric,AA/CarPlay,9.15 Lakh,/assets/vehicle_images/Honda/3d_honda_amaze.jpg,—,—,—,5,1199,No,89,3 Years / 1 Lakh km,Halogen,89 PS,110 Nm,35 L
Honda,Amaze,ZX MT,9.25,2025,Sedan,1.2L i-VTEC,18.6,—,Manual,Petrol,—,160,6,Yes,No,Not Tested,Cam+Sensor,Premium,"8""",No,Auto,Fabric,AA/CarPlay,9.25 Lakh,/assets/vehicle_images/Honda/3d_honda_amaze.jpg,—,—,—,5,1199,No,89,3 Years / 1 Lakh km,LED,89 PS,110 Nm,35 L
Honda,Amaze,ZX CVT,10,2025,Sedan,1.2L i-VTEC,18.6,—,Auto,Petrol,—,160,6,Yes,No,Not Tested,Cam+Sensor,Premium,"8""",No,Auto,Fabric,AA/CarPlay,10.00 Lakh,/assets/vehicle_images/Honda/3d_honda_amaze.jpg,—,—,—,5,1199,No,89,3 Years / 1 Lakh km,LED,89 PS,110 Nm,35 L
,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,
Honda,City,SV MT,11.86,2020,Sedan,1.5L i-VTEC,17.8,—,Manual,Petrol,—,180,6,Yes,Yes,5★,Sensors,Premium,"8""",No,Auto,Fabric,AA/CarPlay,11.86 Lakh,/assets/vehicle_images/Honda/3d_honda_city.jpg,—,—,—,5,1498,No,121,3 Years / 1 Lakh km,Halogen,121 PS,145 Nm,40 L
Honda,City,V MT,12.74,2020,Sedan,1.5L i-VTEC,17.8,—,Manual,Petrol,—,180,6,Yes,Yes,5★,Sensors,Premium,"8""",Yes,Auto,Fabric,AA/CarPlay,12.74 Lakh,/assets/vehicle_images/Honda/3d_honda_city.jpg,—,—,—,5,1498,No,121,3 Years / 1 Lakh km,Halogen,121 PS,145 Nm,40 L
Honda,City,VX MT,13.73,2020,Sedan,1.5L i-VTEC,17.8,—,Manual,Petrol,—,180,6,Yes,Yes,5★,Cam+Sensor,Premium,"8""",Yes,Auto,Leatherette,AA/CarPlay,13.73 Lakh,/assets/vehicle_images/Honda/3d_honda_city.jpg,—,—,—,5,1498,No,121,3 Years / 1 Lakh km,Halogen,121 PS,145 Nm,40 L
Honda,City,ZX MT,15,2020,Sedan,1.5L i-VTEC,17.8,—,Manual,Petrol,—,180,6,Yes,Yes,5★,Cam+Sensor,Premium,"8""",Yes,Auto,Leatherette,AA/CarPlay,15.00 Lakh,/assets/vehicle_images/Honda/3d_honda_city.jpg,—,—,—,5,1498,No,121,3 Years / 1 Lakh km,LED,121 PS,145 Nm,40 L
Honda,City,V CVT,14.1,2020,Sedan,1.5L i-VTEC,18.4,—,Auto,Petrol,—,180,6,Yes,Yes,5★,Sensors,Premium,"8""",Yes,Auto,Fabric,AA/CarPlay,14.10 Lakh,/assets/vehicle_images/Honda/3d_honda_city.jpg,—,—,—,5,1498,No,121,3 Years / 1 Lakh km,Halogen,121 PS,145 Nm,40 L
Honda,City,VX CVT,14.94,2020,Sedan,1.5L i-VTEC,18.4,—,Auto,Petrol,—,180,6,Yes,Yes,5★,Cam+Sensor,Premium,"8""",Yes,Auto,Leatherette,AA/CarPlay,14.94 Lakh,/assets/vehicle_images/Honda/3d_honda_city.jpg,—,—,—,5,1498,No,121,3 Years / 1 Lakh km,Halogen,121 PS,145 Nm,40 L
Honda,City,ZX CVT,16.07,2020,Sedan,1.5L i-VTEC,18.4,—,Auto,Petrol,—,180,6,Yes,Yes,5★,Cam+Sensor,Premium,"8""",Yes,Auto,Leatherette,AA/CarPlay,16.07 Lakh,/assets/vehicle_images/Honda/3d_honda_city.jpg,—,—,—,5,1498,No,121,3 Years / 1 Lakh km,LED,121 PS,145 Nm,40 L
Honda,City e:HEV,V CVT,19.58,2022,Sedan,1.5L Hybrid,27.13,—,Auto,Hybrid,—,180,6,Yes,Yes,5★,Cam+Sensor,Premium,"8""",Yes,Auto,Leatherette,AA/CarPlay,19.58 Lakh,/assets/vehicle_images/Honda/3d_honda_city_ehev.jpg,—,—,—,5,1498,No,126,3 Years / 1 Lakh km,LED,126 PS,253 Nm,40 L
Honda,City e:HEV,ZX CVT,20.39,2022,Sedan,1.5L Hybrid,27.13,—,Auto,Hybrid,—,180,6,Yes,Yes,5★,Cam+Sensor,Premium,"8""",Yes,Auto,Leatherette,AA/CarPlay,20.39 Lakh,/assets/vehicle_images/Honda/3d_honda_city_ehev.jpg,—,—,—,5,1498,No,126,3 Years / 1 Lakh km,LED,126 PS,253 Nm,40 L
Honda,Elevate,SV MT,11.6,2023,SUV,1.5L i-VTEC,15.31,—,Manual,Petrol,—,160,6,Yes,No,Not Tested,Sensors,Basic,—,No,Auto,Fabric,—,11.60 Lakh,/assets/vehicle_images/Honda/3d_honda_elevate_facelift.jpg,—,—,—,5,1498,No,121,3 Years / 1 Lakh km,LED,121 PS,145 Nm,40 L
Honda,Elevate,V MT,12.06,2023,SUV,1.5L i-VTEC,15.31,—,Manual,Petrol,—,160,6,Yes,No,Not Tested,Sensors,Premium,"8""",No,Auto,Fabric,AA/CarPlay,12.06 Lakh,/assets/vehicle_images/Honda/3d_honda_elevate_facelift.jpg,—,—,—,5,1498,No,121,3 Years / 1 Lakh km,LED,121 PS,145 Nm,40 L
Honda,Elevate,V CVT,13.22,2023,SUV,1.5L i-VTEC,16.92,—,Auto,Petrol,—,160,6,Yes,No,Not Tested,Sensors,Premium,"8""",No,Auto,Fabric,AA/CarPlay,13.22 Lakh,/assets/vehicle_images/Honda/3d_honda_elevate_facelift.jpg,—,—,—,5,1498,No,121,3 Years / 1 Lakh km,LED,121 PS,145 Nm,40 L
Honda,Elevate,VX MT,13.75,2023,SUV,1.5L i-VTEC,15.31,—,Manual,Petrol,—,160,6,Yes,No,Not Tested,Cam+Sensor,Premium,"8""",Yes,Auto,Fabric,AA/CarPlay,13.75 Lakh,/assets/vehicle_images/Honda/3d_honda_elevate_facelift.jpg,—,—,—,5,1498,No,121,3 Years / 1 Lakh km,LED,121 PS,145 Nm,40 L
Honda,Elevate,VX CVT,14.91,2023,SUV,1.5L i-VTEC,16.92,—,Auto,Petrol,—,160,6,Yes,No,Not Tested,Cam+Sensor,Premium,"8""",Yes,Auto,Fabric,AA/CarPlay,14.91 Lakh,/assets/vehicle_images/Honda/3d_honda_elevate_facelift.jpg,—,—,—,5,1498,No,121,3 Years / 1 Lakh km,LED,121 PS,145 Nm,40 L
Honda,Elevate,ZX MT,14.98,2023,SUV,1.5L i-VTEC,15.31,—,Manual,Petrol,—,160,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"10.25""",Yes,Auto,Leatherette,AA/CarPlay,14.98 Lakh,/assets/vehicle_images/Honda/3d_honda_elevate_facelift.jpg,—,—,—,5,1498,No,121,3 Years / 1 Lakh km,LED,121 PS,145 Nm,40 L
Honda,Elevate,ZX CVT,16.16,2023,SUV,1.5L i-VTEC,16.92,—,Auto,Petrol,—,160,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"10.25""",Yes,Auto,Leatherette,AA/CarPlay,16.16 Lakh,/assets/vehicle_images/Honda/3d_honda_elevate_facelift.jpg,—,—,—,5,1498,No,121,3 Years / 1 Lakh km,LED,121 PS,145 Nm,40 L
Honda,Elevate,ADV Edition CVT,16.57,2023,SUV,1.5L i-VTEC,16.92,—,Auto,Petrol,—,160,6,Yes,Yes,Not Tested,Cam+Sensor,Premium,"10.25""",Yes,Auto,Leatherette,AA/CarPlay,16.57 Lakh,/assets/vehicle_images/Honda/3d_honda_elevate_facelift.jpg,—,—,—,5,1498,No,121,3 Years / 1 Lakh km,LED,121 PS,145 Nm,40 L
,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,
Nissan,Magnite,MT VISIA,5.61,2020,SUV,1.0L Petrol,19.9,—,Manual,Petrol,—,150,2,Yes,No,4★,Sensors,Basic,—,No,Manual,Fabric,—,5.61 Lakh,/assets/vehicle_images/Nissan/nissan magnite.png,—,—,—,5,999,No,71,3 Years / 1 Lakh km,Halogen,71 PS,96 Nm,40 L
Nissan,Magnite,MT VISIA+,6.16,2020,SUV,1.0L Petrol,19.9,—,Manual,Petrol,—,150,2,Yes,No,4★,Sensors,Basic,—,No,Manual,Fabric,—,6.16 Lakh,/assets/vehicle_images/Nissan/nissan magnite.png,—,—,—,5,999,No,71,3 Years / 1 Lakh km,Halogen,71 PS,96 Nm,40 L
